PHRASE,TOTAL,aljazeera,alternet,americanconservative,americanspectator,ap,atlantic,bbc,breitbart,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,guardian,huffingtonpost,infowars,intercept,jacobinmag,motherjones,nationalreview,nbc,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,rt,slate,spectator,townhall,truthdig,usatoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
pregnancies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,1552,1,0.0,0.0,,Neutral
pregnancy,7353.0,61.0,69.0,8.0,3.0,26.0,93.0,17.0,113.0,172.0,306.0,379.0,204.0,86.0,22.0,360.0,216.0,52.0,25.0,40.0,229.0,347.0,410.0,75.0,36.0,46.0,19.0,152.0,501.0,307.0,270.0,122.0,261.0,18.0,173.0,154.0,145.0,14.0,112.0,34.0,5.0,29.0,325.0,262.0,487.0,531.0,26.0,5,7353,1,1.0,1.0,-1278.0,Left
pregnant,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,3693,1,0.0,0.0,,Neutral
presidency,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,203,0,0.0,0.0,,Neutral
president,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,3694,0,0.0,0.0,,Neutral
president of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993,1041,0,0.0,0.0,,Neutral
presidential,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,1435,0,0.0,0.0,,Neutral
price,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,249,0,0.0,0.0,,Neutral
priest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,98,0,0.0,0.0,,Neutral
prime,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,117,0,0.0,0.0,,Neutral
prime minister,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,61,0,0.0,0.0,,Neutral
private,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,702,0,0.0,0.0,,Neutral
pro abortion,977.0,6.0,1.0,3.0,4.0,1.0,10.0,0.0,42.0,24.0,34.0,15.0,1.0,1.0,0.0,158.0,0.0,1.0,8.0,0.0,70.0,73.0,12.0,1.0,34.0,0.0,0.0,1.0,132.0,13.0,5.0,8.0,3.0,1.0,78.0,10.0,128.0,1.0,0.0,9.0,9.0,0.0,16.0,3.0,29.0,28.0,2.0,9,977,1,1.0,1.0,615.0,Right
pro choice,1734.0,3.0,42.0,13.0,1.0,1.0,28.0,5.0,39.0,16.0,14.0,34.0,41.0,18.0,4.0,131.0,45.0,11.0,4.0,23.0,97.0,155.0,121.0,10.0,2.0,5.0,4.0,46.0,183.0,11.0,27.0,26.0,39.0,0.0,71.0,57.0,91.0,9.0,39.0,22.0,2.0,5.0,43.0,34.0,43.0,114.0,2.0,19,1734,1,1.0,1.0,194.0,Right
pro life,4849.0,12.0,13.0,68.0,10.0,7.0,16.0,0.0,200.0,48.0,63.0,102.0,12.0,14.0,11.0,562.0,42.0,18.0,56.0,22.0,442.0,608.0,98.0,16.0,51.0,9.0,4.0,75.0,776.0,65.0,84.0,64.0,53.0,6.0,256.0,95.0,254.0,22.0,59.0,52.0,26.0,5.0,131.0,13.0,60.0,242.0,1.0,0,4849,1,1.0,1.0,2452.0,Right
pro life movement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,440,1,0.0,0.0,,Neutral
pro lifers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,467,1,0.0,0.0,,Neutral
problem,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,731,0,0.0,0.0,,Neutral
procedure,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,4142,1,0.0,0.0,,Neutral
procedures,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,1819,0,0.0,0.0,,Neutral
process,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,1172,0,0.0,0.0,,Neutral
professor,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,528,0,0.0,0.0,,Neutral
program,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,1358,0,0.0,0.0,,Neutral
programming,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,80,0,0.0,0.0,,Neutral
protected by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,318,0,0.0,0.0,,Neutral
protecting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,874,0,0.0,0.0,,Neutral
protest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,576,1,1.0,0.0,,Neutral
protest against,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,54,0,0.0,0.0,,Neutral
protesters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,632,0,0.0,0.0,,Neutral
protests,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,374,1,0.0,0.0,,Neutral
provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,3236,0,0.0,0.0,,Neutral
provide a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,610,0,0.0,0.0,,Neutral
provider,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,1228,0,0.0,0.0,,Neutral
providers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3640,1,1.0,0.0,,Neutral
provision,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,557,0,0.0,0.0,,Neutral
public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,3233,0,0.0,0.0,,Neutral
published,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,579,0,0.0,0.0,,Neutral
put,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,1841,0,0.0,0.0,,Neutral
question,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,1699,0,0.0,0.0,,Neutral
radical,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,562,0,0.0,0.0,,Neutral
rally,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,690,0,0.0,0.0,,Neutral
rape,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,2682,1,0.0,0.0,,Neutral
rape or incest,851.0,9.0,12.0,0.0,0.0,3.0,5.0,4.0,5.0,20.0,66.0,67.0,20.0,3.0,3.0,48.0,26.0,3.0,1.0,3.0,5.0,38.0,22.0,1.0,2.0,0.0,1.0,11.0,9.0,54.0,44.0,20.0,30.0,5.0,3.0,26.0,15.0,7.0,13.0,1.0,0.0,5.0,90.0,12.0,71.0,65.0,3.0,37,851,1,1.0,1.0,-215.0,Left
rate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,803,0,0.0,0.0,,Neutral
really,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,2083,0,0.0,0.0,,Neutral
recent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,1963,0,0.0,0.0,,Neutral
record,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,948,0,0.0,0.0,,Neutral
referendum,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,276,0,0.0,0.0,,Neutral
regulations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,1171,0,0.0,0.0,,Neutral
religious,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,1986,1,0.0,0.0,,Neutral
religious liberty,133.0,0.0,3.0,12.0,1.0,1.0,3.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,4.0,5.0,1.0,1.0,4.0,3.0,1.0,0.0,3.0,2.0,9.0,0.0,0.0,5.0,10.0,7.0,0.0,28,133,1,1.0,1.0,23.0,Right
remains,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,1251,0,0.0,0.0,,Neutral
remarks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,493,0,0.0,0.0,,Neutral
repeal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,753,0,0.0,0.0,,Neutral
report,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,1457,0,0.0,0.0,,Neutral
reporting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,398,0,0.0,0.0,,Neutral
reporting on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,96,0,0.0,0.0,,Neutral
represent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,275,0,0.0,0.0,,Neutral
represent the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,86,0,0.0,0.0,,Neutral
reproductive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,4631,1,0.0,0.0,,Neutral
reproductive health,1520.0,39.0,20.0,1.0,2.0,5.0,3.0,7.0,35.0,50.0,66.0,146.0,81.0,33.0,1.0,97.0,59.0,2.0,4.0,3.0,17.0,40.0,76.0,15.0,4.0,13.0,13.0,36.0,50.0,79.0,65.0,20.0,25.0,0.0,17.0,32.0,21.0,1.0,14.0,3.0,1.0,2.0,66.0,42.0,128.0,83.0,2.0,18,1520,1,1.0,1.0,-448.0,Left
reproductive justice,207.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,2.0,3.0,17.0,4.0,0.0,5.0,11.0,0.0,4.0,0.0,3.0,3.0,6.0,0.0,1.0,0.0,17.0,7.0,8.0,11.0,1.0,0.0,2.0,0.0,2.0,9.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,32.0,16.0,0.0,32,207,1,1.0,1.0,-98.0,Left
reproductive rights,1659.0,21.0,29.0,3.0,3.0,1.0,8.0,2.0,19.0,58.0,57.0,77.0,141.0,15.0,9.0,58.0,54.0,8.0,12.0,4.0,11.0,51.0,143.0,32.0,6.0,30.0,33.0,45.0,47.0,48.0,57.0,16.0,44.0,6.0,12.0,54.0,23.0,6.0,35.0,1.0,0.0,7.0,63.0,26.0,197.0,78.0,5.0,13,1659,1,1.0,1.0,-750.0,Left
require,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,1089,0,0.0,0.0,,Neutral
research,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,1169,0,0.0,0.0,,Neutral
restrictions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,3751,1,0.0,0.0,,Neutral
restrictive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,1219,1,0.0,0.0,,Neutral
restrictive abortion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,575,1,1.0,0.0,,Neutral
result,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,1248,0,0.0,0.0,,Neutral
results,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,421,0,0.0,0.0,,Neutral
right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,8764,0,0.0,0.0,,Neutral
right to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,4699,0,0.0,0.0,,Neutral
right to an,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,530,0,0.0,0.0,,Neutral
right to life,343.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,22.0,3.0,10.0,12.0,2.0,15.0,0.0,19.0,6.0,2.0,3.0,0.0,25.0,26.0,17.0,1.0,4.0,2.0,0.0,3.0,29.0,6.0,8.0,4.0,16.0,0.0,11.0,14.0,11.0,4.0,2.0,6.0,5.0,1.0,14.0,3.0,6.0,23.0,0.0,48,343,1,1.0,1.0,63.0,Right
right wing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,258,0,0.0,0.0,,Neutral
rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,11563,1,0.0,0.0,,Neutral
rights activists,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,325,0,0.0,0.0,,Neutral
rights advocates,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,721,0,0.0,0.0,,Neutral
rights groups,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,519,0,0.0,0.0,,Neutral
risk,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,1697,1,1.0,0.0,,Neutral
rule,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,2643,0,0.0,0.0,,Neutral
ruled,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,971,0,0.0,0.0,,Neutral
rules,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,1064,0,0.0,0.0,,Neutral
ruling,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,2963,0,0.0,0.0,,Neutral
ruling by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,63,0,0.0,0.0,,Neutral
ruling that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,432,0,0.0,0.0,,Neutral
rulings,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,355,0,0.0,0.0,,Neutral
rural,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,342,0,0.0,0.0,,Neutral
safe,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,1732,1,1.0,0.0,,Neutral
safety,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,998,0,0.0,0.0,,Neutral
saying,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,2000,0,0.0,0.0,,Neutral
search,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,163,0,0.0,0.0,,Neutral
search results,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,28,0,0.0,0.0,,Neutral
see,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,2456,0,0.0,0.0,,Neutral
seeking,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,1871,0,0.0,0.0,,Neutral
self,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,960,0,0.0,0.0,,Neutral
self managed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,175,0,0.0,0.0,,Neutral
self managed abortion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,122,1,1.0,0.0,,Neutral
services,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,3411,0,0.0,0.0,,Neutral
sex,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1581,1,1.0,0.0,,Neutral
sexual,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,1032,0,0.0,0.0,,Neutral
she says,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,392,0,0.0,0.0,,Neutral
she was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,1629,0,0.0,0.0,,Neutral
should be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,2919,0,0.0,0.0,,Neutral
signed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,2194,0,0.0,0.0,,Neutral
simply,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,958,0,0.0,0.0,,Neutral
since,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2769,0,0.0,0.0,,Neutral
six,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,2131,0,0.0,0.0,,Neutral
six weeks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,1005,0,0.0,0.0,,Neutral
slavery,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,373,0,0.0,0.0,,Neutral
social,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,1397,0,0.0,0.0,,Neutral
speaker,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,234,0,0.0,0.0,,Neutral
special,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,501,0,0.0,0.0,,Neutral
speech,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,895,0,0.0,0.0,,Neutral
spokesman,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,218,0,0.0,0.0,,Neutral
standing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,687,0,0.0,0.0,,Neutral
state,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,13347,0,0.0,0.0,,Neutral
stated,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,440,0,0.0,0.0,,Neutral
statement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,2951,0,0.0,0.0,,Neutral
states,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,9935,0,0.0,0.0,,Neutral
still,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,2669,0,0.0,0.0,,Neutral
stock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,69,0,0.0,0.0,,Neutral
strategy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,545,0,0.0,0.0,,Neutral
struck down,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,951,0,0.0,0.0,,Neutral
students,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,504,0,0.0,0.0,,Neutral
study,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,999,0,0.0,0.0,,Neutral
such as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,1581,0,0.0,0.0,,Neutral
support,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,5076,0,0.0,0.0,,Neutral
support for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,1037,0,0.0,0.0,,Neutral
supreme court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,361,1,0.0,0.0,,Neutral
surgical,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,841,0,0.0,0.0,,Neutral
system,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,687,0,0.0,0.0,,Neutral
take,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,3726,0,0.0,0.0,,Neutral
taxpayer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,775,0,0.0,0.0,,Neutral
teaching,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,183,0,0.0,0.0,,Neutral
team at,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,117,0,0.0,0.0,,Neutral
term,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,2770,0,0.0,0.0,,Neutral
termination,463.0,5.0,0.0,0.0,0.0,0.0,18.0,6.0,8.0,41.0,31.0,20.0,5.0,17.0,0.0,35.0,4.0,17.0,1.0,5.0,19.0,32.0,80.0,3.0,1.0,2.0,3.0,5.0,13.0,8.0,6.0,3.0,6.0,1.0,4.0,6.0,9.0,4.0,7.0,2.0,2.0,1.0,5.0,11.0,5.0,10.0,0.0,98,463,1,1.0,0.0,-90.0,Left
terminations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,225,1,0.0,0.0,,Neutral
terms,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,634,0,0.0,0.0,,Neutral
that can,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,769,0,0.0,0.0,,Neutral
that he,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,1800,0,0.0,0.0,,Neutral
that he will,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,80,0,0.0,0.0,,Neutral
that matter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,187,0,0.0,0.0,,Neutral
that matters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,210,0,0.0,0.0,,Neutral
that she,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,1287,0,0.0,0.0,,Neutral
that the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,8236,0,0.0,0.0,,Neutral
that they,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,1839,0,0.0,0.0,,Neutral
that we,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,1071,0,0.0,0.0,,Neutral
that would,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,2274,0,0.0,0.0,,Neutral
the Affordable Care,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,256,0,0.0,0.0,,Neutral
the Alabama,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,689,0,0.0,0.0,,Neutral
the Catholic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,368,0,0.0,0.0,,Neutral
the Constitutional,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,41,0,0.0,0.0,,Neutral
the Constitutional Court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,21,0,0.0,0.0,,Neutral
the Court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,918,0,0.0,0.0,,Neutral
the Daily Caller,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931,171,0,0.0,0.0,,Neutral
the Democratic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757,1071,0,0.0,0.0,,Neutral
the European,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,41,0,0.0,0.0,,Neutral
the FDA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,224,0,0.0,0.0,,Neutral
the Fifth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,481,0,0.0,0.0,,Neutral
the Fifth Circuit,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,327,0,0.0,0.0,,Neutral
the Hyde Amendment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,1064,1,0.0,0.0,,Neutral
the Little Sisters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,85,0,0.0,0.0,,Neutral
