PHRASE,TOTAL,aljazeera,alternet,americanconservative,antiwar,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,truthdig,usatoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
on Facebook and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,72,0,0.0,0.0,,Neutral
on Friday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,824,0,0.0,0.0,,Neutral
on Monday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,1032,0,0.0,0.0,,Neutral
on Thursday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,814,0,0.0,0.0,,Neutral
on Tuesday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,763,0,0.0,0.0,,Neutral
on Twitter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,458,0,0.0,0.0,,Neutral
on Wednesday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,687,0,0.0,0.0,,Neutral
on climate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,245,0,0.0,0.0,,Neutral
on federal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,203,0,0.0,0.0,,Neutral
on my,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,30,0,0.0,0.0,,Neutral
on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,6688,0,0.0,0.0,,Neutral
on the coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,50,0,0.0,0.0,,Neutral
one,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,5314,0,0.0,0.0,,Neutral
one of the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,1220,0,0.0,0.0,,Neutral
operations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,1035,0,0.0,0.0,,Neutral
opportunities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,430,0,0.0,0.0,,Neutral
opposition,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,645,0,0.0,0.0,,Neutral
order,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,1057,0,0.0,0.0,,Neutral
original,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,359,0,0.0,0.0,,Neutral
originally published on,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,196,0,0.0,0.0,,Neutral
orphan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,34,0,0.0,0.0,,Neutral
our best,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,152,0,0.0,0.0,,Neutral
our democracy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,162,0,0.0,0.0,,Neutral
out of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,1848,0,0.0,0.0,,Neutral
outbreak,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,505,0,0.0,0.0,,Neutral
outlook,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,280,0,0.0,0.0,,Neutral
outlook for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,89,0,0.0,0.0,,Neutral
output,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,2933,0,0.0,0.0,,Neutral
output cuts,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,261,0,0.0,0.0,,Neutral
p a liter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,100,0,0.0,0.0,,Neutral
palm oil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,150,1,1.0,0.0,,Neutral
pandemic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,2078,0,0.0,0.0,,Neutral
parliament,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,83,0,0.0,0.0,,Neutral
pay,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,1280,0,0.0,0.0,,Neutral
pending,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,108,0,0.0,0.0,,Neutral
per barrel,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,1033,0,0.0,0.0,,Neutral
per day bpd,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,233,0,0.0,0.0,,Neutral
per gallon,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,355,0,0.0,0.0,,Neutral
per liter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,116,0,0.0,0.0,,Neutral
percent of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,1160,0,0.0,0.0,,Neutral
permissions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,68,0,0.0,0.0,,Neutral
permits,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,702,1,1.0,0.0,,Neutral
petrol,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,485,1,1.0,0.0,,Neutral
petrol prices,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,73,0,0.0,0.0,,Neutral
petroleum,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,1108,1,1.0,0.0,,Neutral
photo,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,129,0,0.0,0.0,,Neutral
picture,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,207,0,0.0,0.0,,Neutral
pipeline,2852.0,101.0,13.0,4.0,0.0,63.0,0.0,3.0,19.0,161.0,8.0,5.0,14.0,14.0,4.0,47.0,496.0,9.0,90.0,20.0,134.0,53.0,17.0,36.0,75.0,49.0,183.0,14.0,17.0,73.0,6.0,72.0,25.0,4.0,44.0,27.0,96.0,69.0,48.0,14.0,1.0,85.0,27.0,21.0,196.0,11.0,9.0,8.0,15.0,75.0,18.0,11.0,187.0,43.0,0,2852,1,1.0,1.0,-502.0,Left
pipelines,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,1053,1,0.0,0.0,,Neutral
plan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,1551,0,0.0,0.0,,Neutral
planet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,501,0,0.0,0.0,,Neutral
plans,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,1243,0,0.0,0.0,,Neutral
plant,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,379,0,0.0,0.0,,Neutral
plastic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,263,0,0.0,0.0,,Neutral
plastics,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,232,0,0.0,0.0,,Neutral
policies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,671,0,0.0,0.0,,Neutral
policy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,1732,0,0.0,0.0,,Neutral
political,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,1426,0,0.0,0.0,,Neutral
pollution,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,716,1,1.0,0.0,,Neutral
posts,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,45,0,0.0,0.0,,Neutral
power,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,1523,0,0.0,0.0,,Neutral
president,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,1736,0,0.0,0.0,,Neutral
pressure,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,1555,0,0.0,0.0,,Neutral
price,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,5740,0,0.0,0.0,,Neutral
price of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,1513,0,0.0,0.0,,Neutral
price of oil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,542,0,0.0,0.0,,Neutral
price war,882.0,55.0,2.0,21.0,1.0,1.0,0.0,0.0,10.0,37.0,47.0,1.0,0.0,5.0,9.0,78.0,8.0,2.0,5.0,7.0,2.0,6.0,47.0,27.0,16.0,2.0,24.0,0.0,14.0,0.0,3.0,3.0,1.0,4.0,13.0,2.0,26.0,4.0,8.0,0.0,10.0,16.0,2.0,100.0,83.0,3.0,5.0,0.0,2.0,6.0,0.0,2.0,69.0,91.0,118,882,0,0.0,0.0,49.0,Right
prices,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,11058,0,0.0,0.0,,Neutral
prices have,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,595,0,0.0,0.0,,Neutral
producer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,1128,0,0.0,0.0,,Neutral
producers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3310,1,1.0,0.0,,Neutral
producing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,1074,0,0.0,0.0,,Neutral
production,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,9332,1,1.0,0.0,,Neutral
production cuts,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,709,0,0.0,0.0,,Neutral
program,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,765,0,0.0,0.0,,Neutral
project,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,1483,0,0.0,0.0,,Neutral
projects,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,1303,0,0.0,0.0,,Neutral
proposal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,623,0,0.0,0.0,,Neutral
protected by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,118,0,0.0,0.0,,Neutral
protections,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,187,0,0.0,0.0,,Neutral
protest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,266,0,0.0,0.0,,Neutral
provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,780,0,0.0,0.0,,Neutral
provide a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,298,0,0.0,0.0,,Neutral
public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2455,1,1.0,0.0,,Neutral
public lands,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,314,0,0.0,0.0,,Neutral
published,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,677,0,0.0,0.0,,Neutral
pump,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,781,0,0.0,0.0,,Neutral
pump prices,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,98,0,0.0,0.0,,Neutral
quarter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,946,0,0.0,0.0,,Neutral
ran,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,198,0,0.0,0.0,,Neutral
ran aground,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,101,0,0.0,0.0,,Neutral
really,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,822,0,0.0,0.0,,Neutral
rebels,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983,341,0,0.0,0.0,,Neutral
recent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,2027,0,0.0,0.0,,Neutral
record,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,1359,0,0.0,0.0,,Neutral
recovery,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,590,0,0.0,0.0,,Neutral
reef,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,71,0,0.0,0.0,,Neutral
refineries,827.0,17.0,4.0,0.0,1.0,22.0,3.0,1.0,2.0,18.0,2.0,0.0,1.0,19.0,4.0,58.0,15.0,0.0,21.0,5.0,51.0,17.0,3.0,22.0,8.0,7.0,39.0,7.0,11.0,12.0,5.0,2.0,7.0,19.0,28.0,2.0,29.0,10.0,21.0,3.0,4.0,19.0,3.0,42.0,63.0,2.0,10.0,2.0,7.0,33.0,7.0,15.0,80.0,31.0,21,827,1,1.0,1.0,-69.0,Left
refiners,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,466,0,0.0,0.0,,Neutral
refinery,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,553,0,0.0,0.0,,Neutral
refuge,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,200,0,0.0,0.0,,Neutral
regime,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,745,0,0.0,0.0,,Neutral
regime change,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,122,0,0.0,0.0,,Neutral
region,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,1500,0,0.0,0.0,,Neutral
regulations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,696,1,1.0,0.0,,Neutral
regulators,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,396,0,0.0,0.0,,Neutral
relations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,314,0,0.0,0.0,,Neutral
relief,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,434,0,0.0,0.0,,Neutral
report,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,2372,0,0.0,0.0,,Neutral
reporting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,246,0,0.0,0.0,,Neutral
reporting on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,32,0,0.0,0.0,,Neutral
research,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,986,1,1.0,0.0,,Neutral
research and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,122,0,0.0,0.0,,Neutral
reserved,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,76,0,0.0,0.0,,Neutral
reserves,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,1244,0,0.0,0.0,,Neutral
result,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,1033,0,0.0,0.0,,Neutral
retailers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,130,0,0.0,0.0,,Neutral
revenue,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,790,0,0.0,0.0,,Neutral
review,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,452,0,0.0,0.0,,Neutral
rig,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,453,1,1.0,0.0,,Neutral
right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,1235,0,0.0,0.0,,Neutral
rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,667,0,0.0,0.0,,Neutral
risks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,644,0,0.0,0.0,,Neutral
rose,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,531,0,0.0,0.0,,Neutral
royalty,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,182,0,0.0,0.0,,Neutral
rule,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,458,0,0.0,0.0,,Neutral
rules,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,566,0,0.0,0.0,,Neutral
safety,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,797,0,0.0,0.0,,Neutral
sale,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,427,0,0.0,0.0,,Neutral
sales,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,722,0,0.0,0.0,,Neutral
sanctions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,4361,1,1.0,0.0,,Neutral
sanctions are,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,111,0,0.0,0.0,,Neutral
sanctions on,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,820,0,0.0,0.0,,Neutral
sands,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,485,0,0.0,0.0,,Neutral
saying,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,982,0,0.0,0.0,,Neutral
sea,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,752,0,0.0,0.0,,Neutral
second,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,1258,0,0.0,0.0,,Neutral
section,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,297,0,0.0,0.0,,Neutral
sector,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,1331,0,0.0,0.0,,Neutral
security,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,1044,0,0.0,0.0,,Neutral
see,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,1757,0,0.0,0.0,,Neutral
seen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,1164,0,0.0,0.0,,Neutral
seismic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,197,0,0.0,0.0,,Neutral
shale,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,2625,1,0.0,0.0,,Neutral
shale oil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,622,1,1.0,0.0,,Neutral
share,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,971,0,0.0,0.0,,Neutral
ship,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1580,1,1.0,0.0,,Neutral
ship is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,79,0,0.0,0.0,,Neutral
ship that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,57,0,0.0,0.0,,Neutral
ships,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,1122,0,0.0,0.0,,Neutral
show,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,605,0,0.0,0.0,,Neutral
shows,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,559,0,0.0,0.0,,Neutral
shut,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,827,0,0.0,0.0,,Neutral
shut down,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,452,0,0.0,0.0,,Neutral
side,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,514,0,0.0,0.0,,Neutral
since,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,3595,0,0.0,0.0,,Neutral
site is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,115,0,0.0,0.0,,Neutral
sites,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,283,0,0.0,0.0,,Neutral
situation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,781,0,0.0,0.0,,Neutral
size,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,439,0,0.0,0.0,,Neutral
size and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,154,0,0.0,0.0,,Neutral
skin,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,55,0,0.0,0.0,,Neutral
solar,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,391,0,0.0,0.0,,Neutral
