PHRASE,TOTAL,aljazeera,alternet,americanconservative,americanthinker,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,freebeacon,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,nationalreview,nbc,newyorker,npr,nypost,nytimes,observerny,opednews,pbs,pjmedia,psychologytoday,rawstory,redstate,reuters,reveal,rt,slate,snopes,spectator,strategicculture,time,townhall,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
national,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,172,0,0.0,0.0,,Neutral
nationalism,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,98,1,0.0,0.0,,Neutral
nationalist,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,57,1,0.0,0.0,,Neutral
nations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,131,0,0.0,0.0,,Neutral
natural,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,27,0,0.0,0.0,,Neutral
nature,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,64,0,0.0,0.0,,Neutral
neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,94,0,0.0,0.0,,Neutral
never,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,213,0,0.0,0.0,,Neutral
no aid,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,61,0,0.0,0.0,,Neutral
no aid provision,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,39,0,0.0,0.0,,Neutral
nominees,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,16,0,0.0,0.0,,Neutral
non,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,209,0,0.0,0.0,,Neutral
non religious,255.0,5.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,5.0,0.0,2.0,0.0,5.0,1.0,0.0,28.0,5.0,5.0,1.0,3.0,6.0,0.0,10.0,8.0,1.0,0.0,38.0,6.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,18.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,7.0,12.0,22.0,3.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,20,46,1,1.0,1.0,-19.0,Left
not a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,109,0,0.0,0.0,,Neutral
not be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,186,0,0.0,0.0,,Neutral
not have,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,88,0,0.0,0.0,,Neutral
noted,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,147,0,0.0,0.0,,Neutral
noteworthy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,15,0,0.0,0.0,,Neutral
of American,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,82,0,0.0,0.0,,Neutral
of Church and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,49,0,0.0,0.0,,Neutral
of Constantinople,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,16,0,0.0,0.0,,Neutral
of Turkey,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,17,0,0.0,0.0,,Neutral
of Virginia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,26,0,0.0,0.0,,Neutral
of a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,546,0,0.0,0.0,,Neutral
of church and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,164,1,0.0,0.0,,Neutral
of conscience,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,34,0,0.0,0.0,,Neutral
of faith,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,184,0,0.0,0.0,,Neutral
of government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,65,0,0.0,0.0,,Neutral
of his,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,127,0,0.0,0.0,,Neutral
of our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,186,0,0.0,0.0,,Neutral
of religion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,482,1,0.0,0.0,,Neutral
of religious,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,502,1,0.0,0.0,,Neutral
of the First,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,125,0,0.0,0.0,,Neutral
of the cross,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,34,0,0.0,0.0,,Neutral
of the land,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,25,0,0.0,0.0,,Neutral
of their,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,277,0,0.0,0.0,,Neutral
of these,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,115,0,0.0,0.0,,Neutral
of worship,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,208,0,0.0,0.0,,Neutral
office,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,134,0,0.0,0.0,,Neutral
official,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,111,0,0.0,0.0,,Neutral
officials,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,241,0,0.0,0.0,,Neutral
often,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,171,0,0.0,0.0,,Neutral
old,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,148,0,0.0,0.0,,Neutral
on Twitter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,47,0,0.0,0.0,,Neutral
on Twitter at,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,13,0,0.0,0.0,,Neutral
on a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,190,0,0.0,0.0,,Neutral
on government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,54,0,0.0,0.0,,Neutral
on public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,76,0,0.0,0.0,,Neutral
on religious,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,162,1,0.0,0.0,,Neutral
on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,880,0,0.0,0.0,,Neutral
one,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,957,0,0.0,0.0,,Neutral
one of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,253,0,0.0,0.0,,Neutral
one of the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,150,0,0.0,0.0,,Neutral
one that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,29,0,0.0,0.0,,Neutral
ones,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,85,0,0.0,0.0,,Neutral
opinion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,242,0,0.0,0.0,,Neutral
opportunities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,34,0,0.0,0.0,,Neutral
opposition,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,91,0,0.0,0.0,,Neutral
order,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,438,0,0.0,0.0,,Neutral
orders,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,137,0,0.0,0.0,,Neutral
organized religion,176.0,2.0,3.0,9.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,5.0,4.0,2.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,3.0,0.0,9.0,1.0,8.0,0.0,0.0,0.0,2.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,17.0,1.0,21,11,1,1.0,1.0,-71.0,Left
original,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,84,0,0.0,0.0,,Neutral
outdoor,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,26,0,0.0,0.0,,Neutral
outside,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,95,0,0.0,0.0,,Neutral
over the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,182,0,0.0,0.0,,Neutral
pandemic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,145,0,0.0,0.0,,Neutral
parents,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,293,0,0.0,0.0,,Neutral
parochial,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,53,1,0.0,0.0,,Neutral
parochial schools,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,31,1,1.0,0.0,,Neutral
part in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978,21,0,0.0,0.0,,Neutral
part of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,257,0,0.0,0.0,,Neutral
particular,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,176,0,0.0,0.0,,Neutral
particularly,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,73,0,0.0,0.0,,Neutral
party,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,96,0,0.0,0.0,,Neutral
pastor,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,131,0,0.0,0.0,,Neutral
pastors,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,96,0,0.0,0.0,,Neutral
pay,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,103,0,0.0,0.0,,Neutral
people of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,117,0,0.0,0.0,,Neutral
persecution,2140.0,48.0,21.0,80.0,12.0,6.0,9.0,0.0,9.0,143.0,0.0,15.0,6.0,17.0,0.0,95.0,19.0,3.0,58.0,23.0,78.0,12.0,29.0,19.0,33.0,69.0,196.0,2.0,1.0,144.0,20.0,1.0,25.0,12.0,11.0,14.0,7.0,3.0,115.0,51.0,0.0,27.0,36.0,51.0,4.0,1.0,1.0,92.0,0.0,106.0,28.0,5.0,0.0,41.0,11.0,0.0,70.0,6.0,1.0,11.0,6.0,48.0,11.0,4.0,24.0,148.0,1.0,22,85,1,1.0,1.0,223.0,Right
person,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,224,0,0.0,0.0,,Neutral
philosophy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,20,0,0.0,0.0,,Neutral
place,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,254,0,0.0,0.0,,Neutral
plaintiff,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,26,0,0.0,0.0,,Neutral
plaintiffs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,94,0,0.0,0.0,,Neutral
plan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,67,0,0.0,0.0,,Neutral
plates,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,37,0,0.0,0.0,,Neutral
pledge,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,43,0,0.0,0.0,,Neutral
point,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,140,0,0.0,0.0,,Neutral
police,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,90,0,0.0,0.0,,Neutral
policy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,228,0,0.0,0.0,,Neutral
political,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,380,1,1.0,0.0,,Neutral
politics,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,145,0,0.0,0.0,,Neutral
population,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,76,0,0.0,0.0,,Neutral
power,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,184,0,0.0,0.0,,Neutral
practice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,231,0,0.0,0.0,,Neutral
practices,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,110,0,0.0,0.0,,Neutral
pray,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,155,0,0.0,0.0,,Neutral
prayer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,493,0,0.0,0.0,,Neutral
prayers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,160,0,0.0,0.0,,Neutral
premises,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,14,0,0.0,0.0,,Neutral
president,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,267,0,0.0,0.0,,Neutral
primary,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,73,0,0.0,0.0,,Neutral
primary school,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,15,1,1.0,0.0,,Neutral
prime,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,29,0,0.0,0.0,,Neutral
prime minister,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,16,0,0.0,0.0,,Neutral
principles,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,106,0,0.0,0.0,,Neutral
private,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,463,1,0.0,0.0,,Neutral
private schools,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,174,1,1.0,0.0,,Neutral
program,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,412,0,0.0,0.0,,Neutral
programs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,189,0,0.0,0.0,,Neutral
progressive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,58,1,1.0,0.0,,Neutral
project,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,35,0,0.0,0.0,,Neutral
promote,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,87,0,0.0,0.0,,Neutral
protected by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,48,0,0.0,0.0,,Neutral
provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,179,0,0.0,0.0,,Neutral
provide a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,37,0,0.0,0.0,,Neutral
provision,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,141,0,0.0,0.0,,Neutral
public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,1475,0,0.0,0.0,,Neutral
public schools,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,359,1,1.0,0.0,,Neutral
pupils,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,30,0,0.0,0.0,,Neutral
qualifies as a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,18,0,0.0,0.0,,Neutral
qualify,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,38,0,0.0,0.0,,Neutral
qualify as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,19,0,0.0,0.0,,Neutral
question,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,213,0,0.0,0.0,,Neutral
questions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,90,0,0.0,0.0,,Neutral
radical,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,50,0,0.0,0.0,,Neutral
reading,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,109,0,0.0,0.0,,Neutral
really,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,128,0,0.0,0.0,,Neutral
reason,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,131,0,0.0,0.0,,Neutral
recent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,184,0,0.0,0.0,,Neutral
religion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,1761,1,0.0,0.0,,Neutral
religion or,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,77,0,0.0,0.0,,Neutral
religions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,122,0,0.0,0.0,,Neutral
religious,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,4850,1,0.0,0.0,,Neutral
religious and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,105,0,0.0,0.0,,Neutral
religious beliefs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,129,1,0.0,0.0,,Neutral
religious believers,159.0,1.0,7.0,30.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,9.0,5.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,26.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,23,29,1,1.0,1.0,33.0,Right
