PHRASE,TOTAL,aljazeera,alternet,americanconservative,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,time,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,TOPIC,HKG,CHN,RUS,MYANMAR,INDIA,OTHER,bias_score,calculated_bias
killings,1032.0,171.0,8.0,10.0,32.0,2.0,1.0,14.0,28.0,0.0,6.0,13.0,6.0,46.0,49.0,11.0,51.0,41.0,7.0,5.0,5.0,1.0,4.0,4.0,40.0,11.0,116.0,16.0,1.0,17.0,8.0,5.0,8.0,8.0,26.0,1.0,25.0,24.0,13.0,7.0,6.0,0.0,5.0,3.0,6.0,10.0,2.0,6.0,0.0,7.0,3.0,6.0,12.0,1.0,10.0,92.0,1.0,40,2.54e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-295.0,Left
know,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,3.56e-12,0,0.0,0.0,,,,,,,,,Neutral
land,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,3.62e-13,0,0.0,0.0,,,,,,,,,Neutral
large,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,2.48e-13,0,0.0,0.0,,,,,,,,,Neutral
last,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,4.89e-12,0,0.0,0.0,,,,,,,,,Neutral
law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1.13e-10,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
lawmakers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,6.59e-13,0,0.0,0.0,,,,,,,,,Neutral
laws,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,1.38e-12,1,0.0,0.0,,,,,,,,,Neutral
lawyer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,3.42e-13,0,0.0,0.0,,,,,,,,,Neutral
lawyers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,3.42e-13,0,0.0,0.0,,,,,,,,,Neutral
leader,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,4e-13,0,0.0,0.0,,,,,,,,,Neutral
leaders,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,1e-12,0,0.0,0.0,,,,,,,,,Neutral
led,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,2.07e-13,0,0.0,0.0,,,,,,,,,Neutral
legal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,3.59e-13,0,0.0,0.0,,,,,,,,,Neutral
legislation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7.87e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
less,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,2.46e-13,0,0.0,0.0,,,,,,,,,Neutral
letter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,5.75e-13,0,0.0,0.0,,,,,,,,,Neutral
liberal,826.0,36.0,3.0,8.0,0.0,4.0,0.0,1.0,9.0,1.0,1.0,12.0,1.0,12.0,26.0,11.0,53.0,33.0,2.0,2.0,4.0,52.0,11.0,48.0,16.0,9.0,69.0,8.0,3.0,11.0,18.0,2.0,7.0,27.0,8.0,2.0,13.0,3.0,16.0,1.0,1.0,5.0,6.0,8.0,2.0,4.0,2.0,16.0,10.0,1.0,17.0,4.0,0.0,2.0,7.0,193.0,1.0,46,1.82e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-320.0,Left
liberty,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,2.29e-13,0,0.0,0.0,,,,,,,,,Neutral
lines,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,4.13e-13,0,0.0,0.0,,,,,,,,,Neutral
link,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,7.17e-13,0,0.0,0.0,,,,,,,,,Neutral
link to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,8.92e-13,0,0.0,0.0,,,,,,,,,Neutral
linked to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,3.53e-13,0,0.0,0.0,,,,,,,,,Neutral
list,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,3.55e-13,0,0.0,0.0,,,,,,,,,Neutral
lives,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,1.88e-13,0,0.0,0.0,,,,,,,,,Neutral
local,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,2.42e-13,0,0.0,0.0,,,,,,,,,Neutral
long,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,2.65e-13,0,0.0,0.0,,,,,,,,,Neutral
mainland,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,3.23e-12,0,0.0,0.0,,,,,,,,,Neutral
mainland China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,4.1e-13,1,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
majority,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,9.5e-13,0,0.0,0.0,,,,,,,,,Neutral
make,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,2.94e-13,0,0.0,0.0,,,,,,,,,Neutral
marriage,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,1.03e-12,0,0.0,0.0,,,,,,,,,Neutral
mass,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,7.17e-13,0,0.0,0.0,,,,,,,,,Neutral
measures,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,6.75e-13,0,0.0,0.0,,,,,,,,,Neutral
meddling,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,2.19e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
media,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,5.34e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
medical,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,3.22e-13,0,0.0,0.0,,,,,,,,,Neutral
meet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,2.49e-13,0,0.0,0.0,,,,,,,,,Neutral
members,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,4.34e-13,0,0.0,0.0,,,,,,,,,Neutral
men,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,6.28e-13,0,0.0,0.0,,,,,,,,,Neutral
mercenaries,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,2.36e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
met,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,2.8e-13,0,0.0,0.0,,,,,,,,,Neutral
might,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,3.39e-13,0,0.0,0.0,,,,,,,,,Neutral
military,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1.03e-11,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
million,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,5.84e-13,0,0.0,0.0,,,,,,,,,Neutral
minister,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,2.83e-13,0,0.0,0.0,,,,,,,,,Neutral
ministry,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,1.76e-13,0,0.0,0.0,,,,,,,,,Neutral
minorities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,2.07e-12,1,0.0,0.0,,,,,,,,,Neutral
minorities in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893,2.77e-13,0,0.0,0.0,,,,,,,,,Neutral
minority,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,1.78e-12,0,0.0,0.0,,,,,,,,,Neutral
minority groups,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,4.52e-13,1,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
minutes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,7.2e-13,0,0.0,0.0,,,,,,,,,Neutral
month,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,7.51e-13,0,0.0,0.0,,,,,,,,,Neutral
months,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,3.41e-13,0,0.0,0.0,,,,,,,,,Neutral
more than,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,5.9e-13,0,0.0,0.0,,,,,,,,,Neutral
mother,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,2.56e-13,0,0.0,0.0,,,,,,,,,Neutral
move,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,2.5e-13,0,0.0,0.0,,,,,,,,,Neutral
movement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,5.93e-13,0,0.0,0.0,,,,,,,,,Neutral
movements,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,3.5e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
much,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,9.86e-13,0,0.0,0.0,,,,,,,,,Neutral
murder,1411.0,189.0,10.0,6.0,16.0,2.0,2.0,22.0,30.0,3.0,5.0,12.0,14.0,82.0,68.0,31.0,23.0,32.0,7.0,4.0,17.0,15.0,7.0,1.0,24.0,25.0,194.0,14.0,3.0,11.0,9.0,22.0,20.0,27.0,67.0,7.0,17.0,13.0,11.0,11.0,2.0,4.0,25.0,2.0,4.0,8.0,0.0,19.0,15.0,2.0,9.0,38.0,2.0,2.0,14.0,168.0,6.0,19,6.42e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-496.0,Left
murder of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,1.9e-13,0,0.0,0.0,,,,,,,,,Neutral
must,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,1.78e-11,0,0.0,0.0,,,,,,,,,Neutral
must be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,4.69e-12,0,0.0,0.0,,,,,,,,,Neutral
named,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,2.7e-13,0,0.0,0.0,,,,,,,,,Neutral
nation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,2.72e-13,0,0.0,0.0,,,,,,,,,Neutral
national,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,1.38e-11,1,0.0,0.0,,,,,,,,,Neutral
national security,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,1.66e-11,1,0.0,0.0,,,,,,,,,Neutral
national security law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,6.1e-12,1,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
national security legislation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,2.2e-13,0,0.0,0.0,,,,,,,,,Neutral
nations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,7.83e-13,0,0.0,0.0,,,,,,,,,Neutral
need,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,6.33e-13,0,0.0,0.0,,,,,,,,,Neutral
need to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,3.82e-13,0,0.0,0.0,,,,,,,,,Neutral
need to know,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,6.85e-13,0,0.0,0.0,,,,,,,,,Neutral
needs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,2.11e-13,0,0.0,0.0,,,,,,,,,Neutral
never,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,2.23e-13,0,0.0,0.0,,,,,,,,,Neutral
new law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.12e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
new national security,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,4.63e-13,1,0.0,0.0,,,,,,,,,Neutral
news and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,8.73e-12,0,0.0,0.0,,,,,,,,,Neutral
non,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,2.73e-13,0,0.0,0.0,,,,,,,,,Neutral
not be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,2.57e-13,0,0.0,0.0,,,,,,,,,Neutral
not be in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,4.2e-13,0,0.0,0.0,,,,,,,,,Neutral
not wish to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,9.35e-13,0,0.0,0.0,,,,,,,,,Neutral
occupation,287.0,40.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,2.0,42.0,6.0,12.0,10.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,21.0,16.0,0.0,0.0,13.0,5.0,4.0,10.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,24.0,0.0,8,1.92e-12,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-108.0,Left
occupied,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,1.28e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
of Assange,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986,1.86e-13,0,0.0,0.0,,,,,,,,,Neutral
of China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,2.92e-13,0,0.0,0.0,,,,,,,,,Neutral
of Chinas,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,2.43e-13,0,0.0,0.0,,,,,,,,,Neutral
of Hong Kong,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2.34e-12,1,1.0,0.0,1.0,1.0,,,,,,,Neutral
of Kashmir,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,2.7e-13,0,0.0,0.0,,,,,,,,,Neutral
of State Mike,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,3.07e-13,0,0.0,0.0,,,,,,,,,Neutral
of US,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,4.47e-13,0,0.0,0.0,,,,,,,,,Neutral
of Uighurs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,2.78e-13,0,0.0,0.0,,,,,,,,,Neutral
of Venezuela,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,3.42e-13,0,0.0,0.0,,,,,,,,,Neutral
of a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,2.39e-13,0,0.0,0.0,,,,,,,,,Neutral
of his,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,1.78e-13,0,0.0,0.0,,,,,,,,,Neutral
of human rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964,2.06e-13,0,0.0,0.0,,,,,,,,,Neutral
of its,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889,2.82e-13,0,0.0,0.0,,,,,,,,,Neutral
of our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,7.45e-13,0,0.0,0.0,,,,,,,,,Neutral
of our democracy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,4.35e-13,0,0.0,0.0,,,,,,,,,Neutral
of the United,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,2.84e-13,0,0.0,0.0,,,,,,,,,Neutral
of the political,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,2.61e-13,0,0.0,0.0,,,,,,,,,Neutral
of their,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,2.81e-13,0,0.0,0.0,,,,,,,,,Neutral
of these,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,2.52e-13,0,0.0,0.0,,,,,,,,,Neutral
of this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,3.31e-13,0,0.0,0.0,,,,,,,,,Neutral
of war,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,2.11e-13,0,0.0,0.0,,,,,,,,,Neutral
off with,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,6.29e-13,0,0.0,0.0,,,,,,,,,Neutral
offers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,6.21e-13,0,0.0,0.0,,,,,,,,,Neutral
office,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,2.15e-13,0,0.0,0.0,,,,,,,,,Neutral
officials,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1.68e-11,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
officials and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667,1.47e-12,0,0.0,0.0,,,,,,,,,Neutral
often,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,2.01e-13,0,0.0,0.0,,,,,,,,,Neutral
oil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,2.11e-13,0,0.0,0.0,,,,,,,,,Neutral
old,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,3.78e-13,0,0.0,0.0,,,,,,,,,Neutral
on August,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,6.34e-13,0,0.0,0.0,,,,,,,,,Neutral
on Friday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,1.77e-13,0,0.0,0.0,,,,,,,,,Neutral
on Monday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,1.54e-12,0,0.0,0.0,,,,,,,,,Neutral
on Thursday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817,3.87e-13,0,0.0,0.0,,,,,,,,,Neutral
on Tuesday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,1.03e-12,0,0.0,0.0,,,,,,,,,Neutral
on Twitter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,2.9e-13,0,0.0,0.0,,,,,,,,,Neutral
on Wednesday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,6.12e-13,0,0.0,0.0,,,,,,,,,Neutral
on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,5.37e-13,0,0.0,0.0,,,,,,,,,Neutral
on your,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,1.2e-12,0,0.0,0.0,,,,,,,,,Neutral
one,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,1.48e-12,0,0.0,0.0,,,,,,,,,Neutral
one country two,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,1.96e-13,0,0.0,0.0,,,,,,,,,Neutral
opportunities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,5.7e-13,0,0.0,0.0,,,,,,,,,Neutral
opposition,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,3.65e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
order,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,9.36e-13,0,0.0,0.0,,,,,,,,,Neutral
ordering,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,3.05e-13,0,0.0,0.0,,,,,,,,,Neutral
original,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,6.54e-13,0,0.0,0.0,,,,,,,,,Neutral
other ethnic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,3.59e-13,0,0.0,0.0,,,,,,,,,Neutral
