PHRASE,TOTAL,aljazeera,alternet,americanconservative,antiwar,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,fox,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,msnbc,nationalreview,nbc,newyorker,npr,nypost,nytimes,pjmedia,propublica,rawstory,redstate,reuters,rt,shadowproof,slate,spectator,time,townhall,truthdig,usatoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
officers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,3808,1,0.0,0.0,,Neutral
official,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,1277,0,0.0,0.0,,Neutral
officials,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,5152,1,1.0,0.0,,Neutral
often,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,1929,0,0.0,0.0,,Neutral
old,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,3285,0,0.0,0.0,,Neutral
on Friday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,581,0,0.0,0.0,,Neutral
on March,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,524,0,0.0,0.0,,Neutral
on Monday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,692,0,0.0,0.0,,Neutral
on Thursday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,559,0,0.0,0.0,,Neutral
on Tuesday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,666,0,0.0,0.0,,Neutral
on Twitter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,530,0,0.0,0.0,,Neutral
on Wednesday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,560,0,0.0,0.0,,Neutral
on a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,2334,0,0.0,0.0,,Neutral
on coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,129,0,0.0,0.0,,Neutral
on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,7077,0,0.0,0.0,,Neutral
on the coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,162,0,0.0,0.0,,Neutral
one,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,10037,0,0.0,0.0,,Neutral
one of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,3258,0,0.0,0.0,,Neutral
one of Americas,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,50,0,0.0,0.0,,Neutral
opinion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,246,0,0.0,0.0,,Neutral
opinion and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,20,0,0.0,0.0,,Neutral
opioid,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,195,0,0.0,0.0,,Neutral
opportunities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,306,0,0.0,0.0,,Neutral
order,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,1911,0,0.0,0.0,,Neutral
orders,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,396,0,0.0,0.0,,Neutral
original,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,330,0,0.0,0.0,,Neutral
out of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,3119,0,0.0,0.0,,Neutral
outbreak,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,1726,0,0.0,0.0,,Neutral
outbreaks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,495,0,0.0,0.0,,Neutral
outlet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,157,0,0.0,0.0,,Neutral
outside,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,2343,0,0.0,0.0,,Neutral
overcrowding,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,490,0,0.0,0.0,,Neutral
pads,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,100,0,0.0,0.0,,Neutral
pandemic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,2810,0,0.0,0.0,,Neutral
parents,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,688,0,0.0,0.0,,Neutral
parole,3628.0,21.0,12.0,8.0,0.0,37.0,111.0,14.0,49.0,14.0,41.0,1.0,112.0,176.0,71.0,0.0,39.0,18.0,68.0,37.0,261.0,12.0,13.0,210.0,4.0,265.0,80.0,31.0,7.0,145.0,10.0,12.0,0.0,149.0,3.0,3.0,179.0,35.0,101.0,313.0,138.0,25.0,38.0,76.0,29.0,1.0,16.0,16.0,40.0,5.0,4.0,2.0,3.0,173.0,20.0,37.0,332.0,1.0,4,3628,1,1.0,1.0,-972.0,Left
pay,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,1049,0,0.0,0.0,,Neutral
peace,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,612,1,0.0,0.0,,Neutral
peace deal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,54,1,1.0,0.0,,Neutral
peace talks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,147,1,1.0,0.0,,Neutral
people are,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,811,0,0.0,0.0,,Neutral
people in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,1619,0,0.0,0.0,,Neutral
people who,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807,1699,0,0.0,0.0,,Neutral
percent of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,1038,0,0.0,0.0,,Neutral
person,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,1986,0,0.0,0.0,,Neutral
phone,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,1436,0,0.0,0.0,,Neutral
photo,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,385,0,0.0,0.0,,Neutral
photo of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,72,0,0.0,0.0,,Neutral
plan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,1227,0,0.0,0.0,,Neutral
plane,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,114,0,0.0,0.0,,Neutral
police,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2577,1,1.0,0.0,,Neutral
policy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,1435,0,0.0,0.0,,Neutral
political,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,2037,0,0.0,0.0,,Neutral
political prisoners,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,544,1,1.0,0.0,,Neutral
population,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,3630,0,0.0,0.0,,Neutral
pose,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,376,0,0.0,0.0,,Neutral
pose a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,205,0,0.0,0.0,,Neutral
pose a risk,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35,24,1,1.0,1.0,-7.0,Left
positive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,3433,0,0.0,0.0,,Neutral
positive for COVID,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823,501,0,0.0,0.0,,Neutral
positive for the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,702,0,0.0,0.0,,Neutral
possession,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,474,0,0.0,0.0,,Neutral
posts,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,158,0,0.0,0.0,,Neutral
power,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,1102,0,0.0,0.0,,Neutral
preferences,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,50,0,0.0,0.0,,Neutral
president,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,1287,0,0.0,0.0,,Neutral
prison,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,26673,1,0.0,0.0,,Neutral
prison camp,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,111,0,0.0,0.0,,Neutral
prison in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,1802,0,0.0,0.0,,Neutral
prison officials,687.0,11.0,8.0,0.0,0.0,13.0,2.0,2.0,11.0,5.0,17.0,1.0,14.0,39.0,10.0,0.0,8.0,1.0,8.0,11.0,25.0,0.0,0.0,38.0,0.0,22.0,9.0,9.0,3.0,17.0,0.0,0.0,2.0,14.0,0.0,0.0,41.0,5.0,29.0,27.0,12.0,0.0,15.0,8.0,1.0,0.0,0.0,32.0,9.0,0.0,0.0,0.0,0.0,108.0,18.0,6.0,68.0,7.0,27,687,1,1.0,1.0,-157.0,Left
prison population,1063.0,22.0,7.0,13.0,0.0,6.0,9.0,7.0,28.0,3.0,13.0,7.0,16.0,35.0,34.0,1.0,29.0,12.0,20.0,9.0,56.0,4.0,21.0,35.0,8.0,144.0,5.0,12.0,8.0,16.0,35.0,0.0,2.0,40.0,0.0,11.0,40.0,1.0,42.0,24.0,26.0,9.0,13.0,19.0,8.0,13.0,7.0,5.0,13.0,0.0,3.0,1.0,17.0,39.0,16.0,23.0,75.0,1.0,29,1063,1,1.0,1.0,-376.0,Left
prison sentences,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,255,0,0.0,0.0,,Neutral
prisoner,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,2951,1,0.0,0.0,,Neutral
prisoner exchange,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,156,1,1.0,0.0,,Neutral
prisoner releases,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,80,1,1.0,0.0,,Neutral
prisoner swap,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,161,1,1.0,0.0,,Neutral
prisoners,12398.0,940.0,70.0,77.0,26.0,73.0,76.0,191.0,407.0,24.0,62.0,91.0,132.0,420.0,310.0,99.0,477.0,185.0,180.0,92.0,815.0,14.0,126.0,486.0,74.0,1527.0,67.0,129.0,61.0,109.0,96.0,61.0,122.0,221.0,10.0,62.0,395.0,50.0,434.0,281.0,220.0,30.0,94.0,194.0,61.0,127.0,167.0,379.0,102.0,36.0,10.0,25.0,68.0,447.0,267.0,144.0,853.0,42.0,0,12398,1,1.0,1.0,-3069.0,Left
prisoners and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,754,0,0.0,0.0,,Neutral
prisons,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,9700,1,0.0,0.0,,Neutral
prisons and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,1218,0,0.0,0.0,,Neutral
prisons and jails,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,460,0,0.0,0.0,,Neutral
private,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,1506,1,0.0,0.0,,Neutral
private prison,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,320,0,0.0,0.0,,Neutral
private prisons,329.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,5.0,7.0,22.0,0.0,7.0,0.0,43.0,13.0,1.0,0.0,25.0,23.0,5.0,16.0,0.0,0.0,1.0,6.0,11.0,0.0,0.0,27.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,31.0,23.0,0.0,23,329,1,1.0,1.0,-93.0,Left
probation,1753.0,19.0,6.0,7.0,0.0,13.0,21.0,23.0,10.0,13.0,12.0,15.0,28.0,142.0,26.0,1.0,8.0,4.0,14.0,26.0,72.0,0.0,10.0,64.0,3.0,384.0,14.0,8.0,0.0,11.0,19.0,1.0,0.0,23.0,4.0,4.0,80.0,0.0,36.0,70.0,49.0,6.0,115.0,37.0,5.0,0.0,2.0,9.0,19.0,4.0,0.0,7.0,6.0,146.0,8.0,79.0,68.0,1.0,8,1753,1,1.0,1.0,-735.0,Left
probation and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,186,0,0.0,0.0,,Neutral
process,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,1406,0,0.0,0.0,,Neutral
profit,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,375,0,0.0,0.0,,Neutral
profits,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,83,1,1.0,0.0,,Neutral
program,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,1953,0,0.0,0.0,,Neutral
programs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,1271,0,0.0,0.0,,Neutral
progress,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,279,0,0.0,0.0,,Neutral
promised,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,235,0,0.0,0.0,,Neutral
prosecution,215.0,8.0,1.0,0.0,5.0,1.0,3.0,1.0,6.0,0.0,0.0,2.0,5.0,12.0,20.0,7.0,2.0,2.0,4.0,1.0,5.0,0.0,0.0,8.0,3.0,17.0,0.0,2.0,1.0,5.0,0.0,4.0,3.0,1.0,0.0,3.0,7.0,1.0,9.0,4.0,7.0,4.0,5.0,0.0,0.0,0.0,8.0,7.0,1.0,1.0,0.0,0.0,4.0,7.0,1.0,6.0,11.0,0.0,31,215,1,1.0,1.0,-51.0,Left
prosecutors,1126.0,32.0,14.0,3.0,0.0,11.0,10.0,4.0,16.0,3.0,14.0,3.0,28.0,54.0,21.0,2.0,0.0,6.0,16.0,4.0,63.0,12.0,6.0,85.0,0.0,52.0,8.0,13.0,4.0,42.0,7.0,1.0,3.0,19.0,8.0,6.0,76.0,1.0,33.0,84.0,33.0,10.0,31.0,4.0,3.0,9.0,6.0,12.0,28.0,0.0,1.0,0.0,4.0,69.0,10.0,5.0,129.0,5.0,5,1126,1,1.0,1.0,-199.0,Left
protected by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,294,0,0.0,0.0,,Neutral
provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,1381,0,0.0,0.0,,Neutral
provide a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,176,0,0.0,0.0,,Neutral
public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,4443,1,0.0,0.0,,Neutral
public health,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,717,0,0.0,0.0,,Neutral
public health and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,61,0,0.0,0.0,,Neutral
public safety,621.0,3.0,4.0,17.0,0.0,2.0,6.0,0.0,21.0,2.0,1.0,0.0,14.0,22.0,16.0,0.0,4.0,1.0,13.0,16.0,30.0,10.0,2.0,37.0,0.0,27.0,1.0,4.0,6.0,7.0,7.0,0.0,0.0,25.0,10.0,12.0,15.0,0.0,23.0,34.0,47.0,1.0,7.0,6.0,3.0,1.0,1.0,5.0,11.0,2.0,1.0,0.0,4.0,44.0,5.0,14.0,75.0,2.0,3,621,1,1.0,1.0,-133.0,Left
published,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,656,0,0.0,0.0,,Neutral
punishment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,895,0,0.0,0.0,,Neutral
quarantine,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,813,0,0.0,0.0,,Neutral
quarantined,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,376,0,0.0,0.0,,Neutral
rate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,1060,0,0.0,0.0,,Neutral
rates,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,723,0,0.0,0.0,,Neutral
really,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,1794,0,0.0,0.0,,Neutral
receive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,749,0,0.0,0.0,,Neutral
receiving,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,417,0,0.0,0.0,,Neutral
recidivism,496.0,1.0,2.0,14.0,0.0,4.0,5.0,1.0,10.0,0.0,8.0,0.0,4.0,25.0,14.0,0.0,7.0,2.0,24.0,5.0,2.0,0.0,1.0,38.0,0.0,23.0,4.0,2.0,2.0,14.0,40.0,1.0,0.0,7.0,0.0,21.0,19.0,0.0,18.0,13.0,10.0,3.0,20.0,6.0,4.0,0.0,1.0,3.0,4.0,2.0,0.0,2.0,1.0,40.0,3.0,16.0,50.0,0.0,14,496,1,1.0,1.0,-112.0,Left
record,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,910,0,0.0,0.0,,Neutral
records,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,1062,0,0.0,0.0,,Neutral
reduce,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,1309,0,0.0,0.0,,Neutral
reduction,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,310,0,0.0,0.0,,Neutral
reform,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,1729,1,0.0,0.0,,Neutral
refused to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,524,0,0.0,0.0,,Neutral
rehabilitation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,691,0,0.0,0.0,,Neutral
release,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9452,1,1.0,0.0,,Neutral
release of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,1639,0,0.0,0.0,,Neutral
released,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,6949,1,0.0,0.0,,Neutral
released from,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,1334,0,0.0,0.0,,Neutral
releases,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,675,1,0.0,0.0,,Neutral
releasing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,810,1,0.0,0.0,,Neutral
remain,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,1049,0,0.0,0.0,,Neutral
report,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,3281,0,0.0,0.0,,Neutral
reporting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,626,0,0.0,0.0,,Neutral
reporting on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,97,0,0.0,0.0,,Neutral
request,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,1146,0,0.0,0.0,,Neutral
research,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,488,0,0.0,0.0,,Neutral
respondents,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,59,0,0.0,0.0,,Neutral
return,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,1048,0,0.0,0.0,,Neutral
right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,2513,0,0.0,0.0,,Neutral
rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3243,1,1.0,0.0,,Neutral
risk,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,3791,0,0.0,0.0,,Neutral
risk to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,311,0,0.0,0.0,,Neutral
risk to the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,117,0,0.0,0.0,,Neutral
