PHRASE,TOTAL,aljazeera,alternet,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailymail,dailywire,economist,federalist,fox,guardian,infowars,intercept,lewrockwell,mintpress,nationalreview,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,reuters,rt,shadowproof,slate,truthdig,usatoday,veteranstoday,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
program,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,793,0,0.0,0.0,,Neutral
prosecution,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,565,0,0.0,0.0,,Neutral
prosecution of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,119,0,0.0,0.0,,Neutral
prosecutors,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,899,0,0.0,0.0,,Neutral
prosecutors have,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,61,0,0.0,0.0,,Neutral
protests,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,121,0,0.0,0.0,,Neutral
provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,703,0,0.0,0.0,,Neutral
provide a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,94,0,0.0,0.0,,Neutral
provided,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,657,0,0.0,0.0,,Neutral
public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,1941,0,0.0,0.0,,Neutral
public interest,152.0,5.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,2.0,2.0,26.0,6.0,18.0,18.0,0.0,7.0,0.0,1.0,0.0,2.0,6.0,0.0,3.0,5.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,6.0,0.0,3.0,0.0,2.0,8.0,0.0,21,152,1,1.0,1.0,-66.0,Left
publication,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,433,0,0.0,0.0,,Neutral
publication of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,267,0,0.0,0.0,,Neutral
published,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,830,0,0.0,0.0,,Neutral
publishing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,555,0,0.0,0.0,,Neutral
question,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,556,0,0.0,0.0,,Neutral
raid,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,101,0,0.0,0.0,,Neutral
real,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,508,0,0.0,0.0,,Neutral
really,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,775,0,0.0,0.0,,Neutral
recent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,684,0,0.0,0.0,,Neutral
recognition,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,119,0,0.0,0.0,,Neutral
record,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,390,0,0.0,0.0,,Neutral
records,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,419,0,0.0,0.0,,Neutral
referendum,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,26,0,0.0,0.0,,Neutral
relations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,411,0,0.0,0.0,,Neutral
relationship,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,655,0,0.0,0.0,,Neutral
relationship with,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,318,0,0.0,0.0,,Neutral
relationship with a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,23,0,0.0,0.0,,Neutral
relationships,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,103,0,0.0,0.0,,Neutral
release,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,914,0,0.0,0.0,,Neutral
released,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,868,0,0.0,0.0,,Neutral
remains,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,300,0,0.0,0.0,,Neutral
removed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,161,0,0.0,0.0,,Neutral
removed from,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,69,0,0.0,0.0,,Neutral
report,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,2104,0,0.0,0.0,,Neutral
request,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,668,0,0.0,0.0,,Neutral
requests,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,329,0,0.0,0.0,,Neutral
research,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,640,0,0.0,0.0,,Neutral
researchers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,241,0,0.0,0.0,,Neutral
reserved,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,99,0,0.0,0.0,,Neutral
resign,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,32,0,0.0,0.0,,Neutral
respond to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,229,0,0.0,0.0,,Neutral
revealed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,649,0,0.0,0.0,,Neutral
revised,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,78,0,0.0,0.0,,Neutral
right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,1007,0,0.0,0.0,,Neutral
rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,941,0,0.0,0.0,,Neutral
risk,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,809,0,0.0,0.0,,Neutral
risks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,296,0,0.0,0.0,,Neutral
romantic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,40,0,0.0,0.0,,Neutral
sanctions,543.0,21.0,2.0,3.0,0.0,5.0,25.0,7.0,7.0,1.0,0.0,19.0,25.0,1.0,4.0,6.0,2.0,20.0,32.0,0.0,16.0,2.0,31.0,51.0,2.0,16.0,2.0,1.0,4.0,24.0,26.0,18.0,3.0,4.0,11.0,27.0,0.0,14.0,1.0,0.0,1.0,9.0,4.0,5.0,70.0,16.0,22,543,1,1.0,1.0,-41.0,Left
say the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,151,0,0.0,0.0,,Neutral
saying,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,958,0,0.0,0.0,,Neutral
secret,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1481,0,0.0,0.0,,Neutral
secret United States,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,33,0,0.0,0.0,,Neutral
secret services,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,35,0,0.0,0.0,,Neutral
secretary,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,276,0,0.0,0.0,,Neutral
secrets,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,1273,0,0.0,0.0,,Neutral
security,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4466,1,0.0,0.0,,Neutral
see,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,967,0,0.0,0.0,,Neutral
seen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,592,0,0.0,0.0,,Neutral
senior,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,656,0,0.0,0.0,,Neutral
sensitive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,701,0,0.0,0.0,,Neutral
sentence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,740,0,0.0,0.0,,Neutral
sentence of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,141,0,0.0,0.0,,Neutral
sentence of years,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,52,0,0.0,0.0,,Neutral
sentenced,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,495,0,0.0,0.0,,Neutral
server,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,134,0,0.0,0.0,,Neutral
service,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,778,0,0.0,0.0,,Neutral
services,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,860,0,0.0,0.0,,Neutral
several,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,850,0,0.0,0.0,,Neutral
sexual,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,286,0,0.0,0.0,,Neutral
sexual relationships,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,11,0,0.0,0.0,,Neutral
she was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,529,0,0.0,0.0,,Neutral
should be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873,455,0,0.0,0.0,,Neutral
since,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,1230,0,0.0,0.0,,Neutral
site is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,113,0,0.0,0.0,,Neutral
software,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,768,0,0.0,0.0,,Neutral
something,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,638,0,0.0,0.0,,Neutral
sources,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,1031,0,0.0,0.0,,Neutral
special,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,528,0,0.0,0.0,,Neutral
spies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,928,0,0.0,0.0,,Neutral
spokesman,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,389,0,0.0,0.0,,Neutral
spokesperson,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,188,0,0.0,0.0,,Neutral
spooks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,47,0,0.0,0.0,,Neutral
spy,2819.0,60.0,34.0,5.0,40.0,13.0,83.0,60.0,19.0,21.0,6.0,100.0,128.0,28.0,51.0,23.0,5.0,94.0,98.0,46.0,34.0,41.0,178.0,188.0,33.0,54.0,72.0,48.0,17.0,133.0,160.0,68.0,63.0,20.0,75.0,45.0,8.0,156.0,5.0,15.0,37.0,82.0,21.0,40.0,262.0,34.0,23,2819,1,1.0,1.0,-164.0,Left
spying,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2188,1,0.0,0.0,,Neutral
spying for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,311,0,0.0,0.0,,Neutral
spying on,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,430,0,0.0,0.0,,Neutral
stage,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,98,0,0.0,0.0,,Neutral
start,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,344,0,0.0,0.0,,Neutral
state,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,1951,0,0.0,0.0,,Neutral
stated,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,296,0,0.0,0.0,,Neutral
statement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,1303,0,0.0,0.0,,Neutral
stock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,36,0,0.0,0.0,,Neutral
stolen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,345,0,0.0,0.0,,Neutral
student,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,213,0,0.0,0.0,,Neutral
students,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,244,0,0.0,0.0,,Neutral
such as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,660,0,0.0,0.0,,Neutral
supply,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,160,0,0.0,0.0,,Neutral
supply chain,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,79,0,0.0,0.0,,Neutral
surveillance,1497.0,29.0,17.0,9.0,30.0,10.0,19.0,10.0,13.0,53.0,12.0,22.0,30.0,36.0,80.0,32.0,22.0,51.0,37.0,2.0,12.0,21.0,124.0,70.0,10.0,66.0,35.0,78.0,8.0,60.0,72.0,27.0,11.0,9.0,11.0,47.0,3.0,80.0,13.0,11.0,56.0,7.0,5.0,10.0,122.0,14.0,24,1497,1,1.0,1.0,-125.0,Left
suspected,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,346,0,0.0,0.0,,Neutral
swap,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,168,0,0.0,0.0,,Neutral
system,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,807,0,0.0,0.0,,Neutral
systems,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,629,0,0.0,0.0,,Neutral
taken,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,554,0,0.0,0.0,,Neutral
targeted,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,531,0,0.0,0.0,,Neutral
team,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,576,0,0.0,0.0,,Neutral
team at,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,19,0,0.0,0.0,,Neutral
tech,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,678,1,0.0,0.0,,Neutral
technology,1629.0,27.0,6.0,20.0,4.0,3.0,36.0,22.0,11.0,51.0,0.0,54.0,72.0,14.0,4.0,36.0,9.0,27.0,64.0,2.0,48.0,2.0,74.0,137.0,10.0,35.0,31.0,59.0,7.0,47.0,76.0,37.0,35.0,6.0,27.0,22.0,12.0,44.0,1.0,4.0,19.0,38.0,21.0,56.0,277.0,27.0,25,1629,1,1.0,1.0,-460.0,Left
telecommunications,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,272,0,0.0,0.0,,Neutral
telecoms,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,194,0,0.0,0.0,,Neutral
testimony,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,238,0,0.0,0.0,,Neutral
that Assange,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,417,0,0.0,0.0,,Neutral
that China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,203,0,0.0,0.0,,Neutral
that I,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,300,0,0.0,0.0,,Neutral
that United States,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983,111,0,0.0,0.0,,Neutral
that can,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,172,0,0.0,0.0,,Neutral
that he,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,1675,0,0.0,0.0,,Neutral
that it,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,943,0,0.0,0.0,,Neutral
that matter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,92,0,0.0,0.0,,Neutral
that she,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,414,0,0.0,0.0,,Neutral
that the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,4269,0,0.0,0.0,,Neutral
that the FBI,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,161,0,0.0,0.0,,Neutral
that was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,521,0,0.0,0.0,,Neutral
the American,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,534,0,0.0,0.0,,Neutral
the Australian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,171,0,0.0,0.0,,Neutral
the BBC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,107,0,0.0,0.0,,Neutral
the Bay Area,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,21,0,0.0,0.0,,Neutral
the British,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,453,0,0.0,0.0,,Neutral
the CIA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,1407,0,0.0,0.0,,Neutral
the Chinese,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,1676,0,0.0,0.0,,Neutral
the Chinese government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,524,0,0.0,0.0,,Neutral
the Ecuadorian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,423,0,0.0,0.0,,Neutral
the Espionage Act,670.0,9.0,11.0,3.0,5.0,2.0,1.0,2.0,6.0,13.0,11.0,8.0,12.0,55.0,53.0,10.0,14.0,2.0,21.0,0.0,2.0,0.0,14.0,15.0,12.0,39.0,15.0,33.0,0.0,44.0,13.0,7.0,6.0,0.0,7.0,5.0,0.0,31.0,83.0,14.0,36.0,12.0,0.0,6.0,35.0,1.0,27,670,1,1.0,1.0,-183.0,Left
the FBI,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,1461,0,0.0,0.0,,Neutral
the FBIs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,248,0,0.0,0.0,,Neutral
the FISA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,183,0,0.0,0.0,,Neutral
the FISA Court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,25,0,0.0,0.0,,Neutral
the FISA court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,54,0,0.0,0.0,,Neutral
the FSB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,174,0,0.0,0.0,,Neutral
the Guardian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,157,0,0.0,0.0,,Neutral
the House,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,305,0,0.0,0.0,,Neutral
the House Intelligence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,111,0,0.0,0.0,,Neutral
the Intel,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,17,0,0.0,0.0,,Neutral
the Israeli,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,196,0,0.0,0.0,,Neutral
the Justice Department,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,497,0,0.0,0.0,,Neutral
the Mossad,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,70,0,0.0,0.0,,Neutral
the NSA,591.0,5.0,0.0,2.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,5.0,1.0,1.0,2.0,0.0,7.0,3.0,25.0,12.0,3.0,131.0,34.0,43.0,1.0,38.0,31.0,2.0,0.0,0.0,0.0,10.0,0.0,17.0,8.0,3.0,50.0,0.0,1.0,0.0,106.0,4.0,28,591,1,1.0,1.0,-260.0,Left
the Russia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,137,0,0.0,0.0,,Neutral
the Russian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,910,0,0.0,0.0,,Neutral
the Soviet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,256,0,0.0,0.0,,Neutral
the Soviet Union,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,158,0,0.0,0.0,,Neutral
the Trump,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,821,0,0.0,0.0,,Neutral
the Trump campaign,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,223,0,0.0,0.0,,Neutral
the UAE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,228,0,0.0,0.0,,Neutral
the UK,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,835,0,0.0,0.0,,Neutral
the US,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,2532,0,0.0,0.0,,Neutral
the US and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,214,0,0.0,0.0,,Neutral
the US government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719,216,0,0.0,0.0,,Neutral
the United States,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,5723,0,0.0,0.0,,Neutral
the Venona,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,30,0,0.0,0.0,,Neutral
the West,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,216,0,0.0,0.0,,Neutral
the White House,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,391,0,0.0,0.0,,Neutral
the WikiLeaks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897,230,0,0.0,0.0,,Neutral
the allegations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,179,0,0.0,0.0,,Neutral
the audio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844,83,0,0.0,0.0,,Neutral
the case,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,875,0,0.0,0.0,,Neutral
the company,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,907,0,0.0,0.0,,Neutral
the companys,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,424,0,0.0,0.0,,Neutral
the consulate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,118,0,0.0,0.0,,Neutral
the continent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,22,0,0.0,0.0,,Neutral
the coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,209,0,0.0,0.0,,Neutral
