PHRASE,TOTAL,aljazeera,alternet,americanconservative,americanspectator,ap,atlantic,bbc,breitbart,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,guardian,huffingtonpost,infowars,intercept,jacobinmag,motherjones,nationalreview,nbc,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,rt,slate,spectator,townhall,truthdig,usatoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias,americanthinker,axios,businessinsider,cnbc,lewrockwell,observerny,psychologytoday,reuters,techcrunch,time,verge,antiwar,bloomberg,canary,consortium,eff,factcheck,fivethirtyeight,foreignaffairs,globalresearch,koreaherald,mintpress,msnbc,neweasternoutlook,newsbud,newyorker,offguardian,opednews,peoplesdaily,reveal,shadowproof,snopes,socialistalternative,socialistproject,strategicculture,veteranstoday,voltairenetwork,freebeacon,independent,TOPIC,HKG,CHN,RUS,MYANMAR,INDIA,OTHER,defenseone,jpost,propublica,science,scientificamerican,grayzone,wired
aborted,641.0,1.0,3.0,1.0,6.0,4.0,3.0,0.0,36.0,4.0,1.0,10.0,8.0,1.0,3.0,95.0,16.0,5.0,15.0,5.0,65.0,44.0,10.0,0.0,22.0,2.0,0.0,9.0,58.0,9.0,6.0,13.0,14.0,0.0,42.0,15.0,50.0,4.0,5.0,7.0,2.0,1.0,20.0,1.0,7.0,18.0,0.0,29.0,641.0,1,1.0,1.0,343.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,68190.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion access,1519.0,9.0,20.0,2.0,0.0,9.0,7.0,1.0,20.0,43.0,173.0,126.0,63.0,11.0,1.0,171.0,54.0,1.0,1.0,9.0,15.0,72.0,43.0,16.0,2.0,20.0,26.0,38.0,38.0,57.0,27.0,12.0,38.0,5.0,10.0,34.0,6.0,0.0,34.0,3.0,2.0,7.0,45.0,51.0,123.0,73.0,1.0,15.0,1519.0,1,1.0,1.0,-390.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion ban,1133.0,22.0,6.0,2.0,0.0,2.0,2.0,0.0,9.0,18.0,108.0,49.0,71.0,5.0,0.0,55.0,37.0,5.0,0.0,0.0,2.0,38.0,58.0,10.0,7.0,6.0,3.0,23.0,44.0,60.0,35.0,13.0,23.0,2.0,12.0,34.0,22.0,12.0,22.0,1.0,0.0,12.0,139.0,33.0,68.0,63.0,0.0,16.0,1133.0,1,1.0,1.0,-280.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion care,1215.0,7.0,13.0,0.0,1.0,2.0,2.0,1.0,25.0,33.0,40.0,73.0,218.0,14.0,0.0,61.0,70.0,4.0,3.0,5.0,3.0,21.0,43.0,19.0,2.0,30.0,24.0,41.0,19.0,55.0,28.0,7.0,19.0,0.0,5.0,31.0,8.0,0.0,27.0,1.0,0.0,7.0,52.0,60.0,76.0,64.0,1.0,4.0,1215.0,1,1.0,1.0,-611.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion clinic,1326.0,13.0,5.0,1.0,2.0,9.0,0.0,1.0,31.0,31.0,74.0,34.0,29.0,2.0,2.0,156.0,32.0,20.0,2.0,11.0,17.0,80.0,52.0,10.0,5.0,8.0,5.0,30.0,65.0,63.0,21.0,28.0,41.0,1.0,57.0,39.0,25.0,1.0,10.0,5.0,3.0,10.0,92.0,65.0,62.0,70.0,6.0,35.0,1326.0,1,1.0,1.0,-17.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion clinics,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,1352.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,2360.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion industry,390.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,51.0,2.0,0.0,5.0,1.0,0.0,0.0,62.0,0.0,3.0,3.0,0.0,49.0,46.0,2.0,1.0,8.0,1.0,0.0,0.0,31.0,18.0,7.0,3.0,0.0,0.0,12.0,7.0,32.0,0.0,1.0,4.0,2.0,2.0,12.0,1.0,6.0,12.0,0.0,47.0,390.0,1,1.0,1.0,262.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,2668.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion law,937.0,13.0,16.0,3.0,1.0,0.0,8.0,4.0,29.0,23.0,34.0,59.0,13.0,10.0,3.0,58.0,25.0,10.0,2.0,2.0,15.0,47.0,56.0,8.0,9.0,1.0,4.0,11.0,24.0,40.0,35.0,32.0,30.0,9.0,19.0,38.0,19.0,13.0,15.0,6.0,0.0,0.0,65.0,5.0,56.0,57.0,4.0,20.0,937.0,1,1.0,1.0,-110.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion law in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,158.0,1,1.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion laws,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,1131.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion pills,364.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,6.0,8.0,10.0,17.0,0.0,19.0,0.0,34.0,9.0,8.0,0.0,4.0,11.0,7.0,67.0,4.0,2.0,0.0,4.0,8.0,12.0,10.0,19.0,4.0,2.0,0.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,19.0,41.0,15.0,3.0,0.0,40.0,364.0,1,1.0,1.0,-90.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion providers,1775.0,11.0,22.0,2.0,1.0,6.0,8.0,2.0,40.0,18.0,109.0,83.0,58.0,6.0,3.0,125.0,55.0,19.0,4.0,15.0,32.0,83.0,48.0,31.0,9.0,38.0,9.0,55.0,96.0,73.0,89.0,19.0,38.0,2.0,23.0,53.0,31.0,3.0,52.0,1.0,4.0,10.0,66.0,63.0,125.0,132.0,3.0,31.0,1775.0,1,1.0,1.0,-351.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion restrictions,991.0,25.0,12.0,3.0,0.0,6.0,5.0,6.0,12.0,12.0,43.0,30.0,21.0,6.0,1.0,57.0,20.0,8.0,1.0,3.0,16.0,41.0,29.0,17.0,3.0,16.0,6.0,37.0,54.0,57.0,33.0,17.0,33.0,2.0,11.0,21.0,5.0,0.0,20.0,2.0,0.0,5.0,59.0,37.0,101.0,89.0,8.0,39.0,991.0,1,1.0,1.0,-253.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion rights,4851.0,97.0,42.0,15.0,5.0,43.0,63.0,10.0,54.0,151.0,282.0,341.0,98.0,11.0,11.0,63.0,84.0,28.0,12.0,28.0,17.0,113.0,179.0,61.0,4.0,23.0,51.0,95.0,248.0,236.0,373.0,76.0,216.0,11.0,17.0,140.0,51.0,3.0,71.0,4.0,0.0,32.0,211.0,103.0,461.0,585.0,24.0,1.0,4851.0,1,1.0,1.0,-1995.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion rules,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,1,1.0,1.0,1.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortion services,955.0,16.0,7.0,0.0,0.0,7.0,1.0,7.0,23.0,22.0,140.0,64.0,29.0,19.0,3.0,36.0,25.0,3.0,7.0,6.0,5.0,25.0,87.0,11.0,4.0,14.0,11.0,16.0,15.0,77.0,50.0,11.0,17.0,0.0,7.0,19.0,13.0,0.0,2.0,0.0,0.0,3.0,37.0,33.0,15.0,68.0,0.0,25.0,955.0,1,1.0,1.0,-269.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortionists,310.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,25.0,6.0,0.0,2.0,5.0,0.0,5.0,32.0,0.0,3.0,1.0,8.0,45.0,11.0,5.0,0.0,14.0,3.0,0.0,0.0,43.0,3.0,1.0,3.0,2.0,0.0,39.0,2.0,22.0,0.0,1.0,1.0,2.0,5.0,7.0,1.0,0.0,9.0,0.0,42.0,310.0,1,1.0,1.0,190.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,16029.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortions after,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.0,839.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abortions in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,1370.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
about the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.0,2422.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
access,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,6517.0,1,1.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
access to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,3421.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
access to abortion,1204.0,17.0,16.0,1.0,4.0,5.0,5.0,3.0,26.0,27.0,68.0,91.0,61.0,23.0,2.0,73.0,32.0,5.0,1.0,8.0,20.0,43.0,59.0,12.0,7.0,13.0,8.0,27.0,46.0,63.0,62.0,16.0,26.0,4.0,14.0,30.0,10.0,2.0,7.0,3.0,1.0,5.0,42.0,22.0,66.0,119.0,8.0,46.0,1204.0,1,1.0,1.0,-310.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accommodation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.0,45.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
according to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,3089.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
according to the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.0,1113.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accused,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0,486.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
across the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.0,1611.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activists,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,1849.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actress,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0,200.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actually,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0,1399.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
added,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0,1839.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administration,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,2450.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administrations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0,685.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admitting privileges,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,1415.0,1,1.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adoption,345.0,2.0,1.0,1.0,6.0,0.0,15.0,0.0,3.0,4.0,1.0,16.0,0.0,0.0,1.0,25.0,7.0,12.0,1.0,1.0,15.0,17.0,23.0,9.0,4.0,0.0,1.0,4.0,63.0,8.0,12.0,4.0,10.0,0.0,13.0,2.0,11.0,0.0,2.0,4.0,0.0,1.0,15.0,3.0,6.0,22.0,0.0,36.0,345.0,1,1.0,1.0,41.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advocacy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,592.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advocates,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,2028.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
after a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.0,1034.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
against a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.0,231.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
against the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,1183.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agenda,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0,673.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
already,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,2544.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amendment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.0,1399.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amid,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0,388.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an abortion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,7238.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and I,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0,1059.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and Justice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,130.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and do,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.0,172.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and do not,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.0,98.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and free,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.0,134.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and more,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.0,582.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.0,6330.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anger,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0,130.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anti abortion,4067.0,53.0,54.0,4.0,0.0,37.0,49.0,17.0,38.0,188.0,208.0,201.0,117.0,29.0,33.0,55.0,111.0,43.0,6.0,17.0,24.0,105.0,356.0,47.0,12.0,64.0,33.0,148.0,87.0,244.0,172.0,64.0,171.0,7.0,19.0,164.0,37.0,11.0,107.0,5.0,0.0,27.0,239.0,143.0,487.0,29.0,3.0,2.0,4067.0,1,1.0,1.0,-1898.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anti abortion rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,211.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anti choice,705.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,7.0,16.0,198.0,5.0,5.0,11.0,65.0,0.0,1.0,0.0,5.0,16.0,53.0,4.0,1.0,14.0,1.0,14.0,12.0,17.0,9.0,1.0,1.0,0.0,3.0,81.0,5.0,1.0,10.0,0.0,1.0,5.0,5.0,38.0,14.0,19.0,0.0,3.0,705.0,1,1.0,1.0,-413.0,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appeal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,628.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appeals court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,560.0,1,1.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
are their,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0,28.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argued,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,1285.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argued that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.0,712.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0,892.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
around,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0,2086.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
article,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,902.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
article on,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.0,86.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.0,4687.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asked,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,1948.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assault,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.0,532.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0,5261.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audience,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,693.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
author,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,479.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
author of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,278.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
available,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,1508.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
away,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,1909.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,2383.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,3155.0,1,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
back,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.0,2873.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
back in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0,219.0,0,0.0,0.0,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
